Content ID,Title,Best Tags,Additional P Texts,주소,연락처,홈페이지
CNTS_300000000016084,라이더스랩,"#체험, #레저, #승마, #이색체험, #제주마, #곶자왈승마, #오름승마","#체험 #레저 #승마, #이색체험 #제주마 #곶자왈승마 #오름승마",제주특별자치도 서귀포시 성산읍 중산간동로 4328-77 (삼달리) 라이더스랩,(+82) 010-8322-2329,https://naver.me/xJqVQZYN
CNTS_300000000015849,라이크더윈드 스튜디오,"#구좌읍, #세화리, #체험공방, #썬캐쳐, #스테인드글라스","#구좌읍 #세화리 #체험공방, #썬캐쳐 #스테인드글라스",제주특별자치도 제주시 구좌읍 구좌로 51,(+82) 0507-1494-0371,
CNTS_300000000012740,라이프동물병원,"#반려동물병원, #반려동물, #반려동물동반입장, #혼저옵서개, #반려동물공간_기타","#반려동물병원 #반려동물 #반려동물동반입장, #혼저옵서개 #반려동물공간_기타",제주특별자치도 제주시 노형3길 21-1,(+82) 064-759-7975,https://blog.naver.com/jejulife19
CNTS_300000000015850,라인업서프 하도,"#맑음, #체험관광, #액티비티, #여름, #해변, #구좌읍, #하도리, #서핑","#맑음 #체험관광 #액티비티, #여름 #해변 #구좌읍 #하도리 #서핑",제주특별자치도 제주시 구좌읍 하도13길 55,(+82) 010-2864-2339,
CNTS_300000000012693,라임오렌지빌,"#숙소, #펜션, #가족, #조식, #바비큐, #반려동물, #반려동물동반입장, #혼저옵서개, #반려동물동반_숙소","#숙소 #펜션 #가족, #조식 #바비큐 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소",제주특별자치도 서귀포시 칠십리로 332,(+82) 064-767-3888,http://www.limevil.co.kr
CNTS_300000000012670,라임오렌지카페앤플라워,"#하귤커피, #라임커피, #오렌지커피",#하귤커피 #라임커피 #오렌지커피,제주특별자치도 서귀포시 칠십리로 330,(+82) 0507-1345-2639,
CNTS_200000000014200,라트반,"#브런치, #핫도그, #바닐라라떼, #레몬에이드, #아메리카노, #카페라떼, #에스프레소, #말차라떼, #음식, #카페","#브런치 #핫도그 #바닐라라떼, #레몬에이드 #아메리카노 #카페라떼 #에스프레소 #말차라떼 #음식 #카페",제주특별자치도 제주시 구좌읍 해맞이해안로 1606,(+82) 0507-1324-8624,
CNTS_200000000014285,러블리독스,"#반려동물, #반려동물동반입장, #카페, #반려동물동반_식당카페, #애견호텔, #반려동물동반_관광지","#반려동물 #반려동물동반입장 #카페, #반려동물동반_식당카페 #애견호텔 #반려동물동반_관광지",제주특별자치도 제주시 연북로 668,(+82) 064-758-8988,
CNTS_200000000015182,런닝맨,"#서귀포, #중문, #이색체험, #런닝맨","#서귀포 #중문 #이색체험, #런닝맨",제주특별자치도 서귀포시 중문관광로 42,(+82) 064-805-0888,
CNTS_200000000007254,레더한,"#커플, #비.눈, #체험관광, #원데이클래스, #어트랙션","#커플 #비.눈 #체험관광, #원데이클래스 #어트랙션",제주특별자치도 서귀포시 남원읍 태위로 773-19,(+82) 010-5899-4248,https://blog.naver.com/uuskyuu
CNTS_000000000022460,렛츠런팜 양귀비꽃,"#테마공원, #아이, #맑음, #봄, #어린이, #어트랙션","#테마공원 #아이 #맑음, #봄 #어린이 #어트랙션",,(+82) --,
CNTS_200000000007463,로로 요가,"#친구, #혼자, #맑음, #휴식/힐링, #요가, #패들요가, #어트랙션","#친구 #혼자 #맑음, #휴식/힐링 #요가 #패들요가 #어트랙션",제주특별자치도 제주시 구좌읍 김녕로17길 33-1 (김녕리),(+82) 010-2383-3686,https://loloyoga.modoo.at
CNTS_200000000015173,로봇플래닛,#체험,#체험,제주특별자치도 서귀포시 안덕면 신화역사로188번길 151,(+82) 064-792-6961,
CNTS_200000000012705,로빙화,"#남원, #갤러리카페, #수제버거, #음식, #식당, #햄버거, #새우버거, #피자, #페퍼로니피자, #마르게리따피자, #감자튀김, #술, #와인, #모히또, #라임모히또, #에이드, #자몽에이드, #스무디, #망고스무디, #딸기스무디, #딸기라떼, #라떼, #에스프레소, #아메리카노, #카페라떼, #바닐라라떼, #카라멜마끼아또, #카페모카, #카푸치노, #초코라떼, #차, #자몽차, #캐모마일, #페퍼민트, #얼그레이, #루이보스, #크림라떼, #아포가토, #헤이즐넛라떼, #망고에이드, #무장애관광","#남원 #갤러리카페 #수제버거, #음식 #식당 #햄버거 #새우버거 #피자 #페퍼로니피자 #마르게리따피자 #감자튀김 #술 #와인 #모히또 #라임모히또 #에이드 #자몽에이드 #스무디 #망고스무디 #딸기스무디 #딸기라떼 #라떼 #에스프레소 #아메리카노 #카페라떼 #바닐라라떼 #카라멜마끼아또 #카페모카 #카푸치노 #초코라떼 #차 #자몽차 #캐모마일 #페퍼민트 #얼그레이 #루이보스 #크림라떼 #아포가토 #헤이즐넛라떼 #망고에이드 #무장애관광",제주특별자치도 서귀포시 남원읍 남태해안로 13,(+82) 0507-1433-1955,
CNTS_200000000010796,롯데호텔 브이스파,"#겨울, #스파, #체험, #호텔, #어트랙션","#겨울 #스파 #체험, #호텔 #어트랙션","제주특별자치도 서귀포시 중문관광로72번길 35, lobby floor 8F",(+82) 064-731-4007,www.lottehotel.com/jeju-hotel
CNTS_300000000015760,루씨쏜 아뜰리에,"#체험관광, #민화갤러리, #미화그리기체험, #전시, #교육, #문화행사, #러닝홀리데이인제주, #2023_관광10선_가을","#체험관광 #민화갤러리 #미화그리기체험, #전시 #교육 #문화행사 #러닝홀리데이인제주 #2023_관광10선_가을",제주특별자치도 서귀포시 보목로64번길 138 (보목동) 보목로 64번길 138 1층,(+82) 0507-1329-1215,https://www.instagram.com/lucysson_gallery_jeju/
CNTS_300000000012649,르카페하도,"#핸드드립, #커피, #생과일에이드",#핸드드립 #커피 #생과일에이드,제주특별자치도 제주시 구좌읍 해맞이해안로 2030-8,(+82) 064-782-0608,
CNTS_300000000012694,리빙스톤펜션,"#숙소, #가족, #연인, #바비큐장, #와이파이, #단체, #가족실, #침대방, #반려동물, #반려동물동반입장, #혼저옵서개, #반려동물동반_숙소","#숙소 #가족 #연인, #바비큐장 #와이파이 #단체 #가족실 #침대방 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소",제주특별자치도 서귀포시 법환로58번길 37,(+82) 064-739-3313,https://livingstoneps.modoo.at
CNTS_300000000012695,리틀화이트,"#에어비앤비, #독채, #단독, #모던, #스튜디오식, #반려동물, #반려동물동반입장, #혼저옵서개, #반려동물동반_숙소","#에어비앤비 #독채 #단독, #모던 #스튜디오식 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소",제주특별자치도 서귀포시 예래해안로 179-19,(+82) 0507-1336-3917,
CNTS_200000000014803,마녀의언덕,"#서귀포, #예래, #쑥라떼, #오렌지선셋, #한라봉에이드, #한라봉감귤주스, #브런치","#서귀포 #예래 #쑥라떼, #오렌지선셋 #한라봉에이드 #한라봉감귤주스 #브런치",제주특별자치도 서귀포시 예래해안로 205,(+82) 010-5003-8816,
CNTS_300000000012696,마녀의언덕 펜션,"#숙소, #복층, #독채, #바닷가, #단체, #풀빌라. 바비큐, #오션뷰, #반려동물, #반려동물동반입장, #혼저옵서개, #반려동물동반_숙소","#숙소 #복층 #독채, #바닷가 #단체 #풀빌라. 바비큐 #오션뷰 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_숙소",제주특별자치도 서귀포시 예래해안로 207,(+82) 0507-1336-3917,https://witchhill.modoo.at
CNTS_000000000018510,마라도기원정사,"#문화유적지, #문화관광, #역사유적, #어트랙션","#문화유적지 #문화관광 #역사유적, #어트랙션",제주특별자치도 서귀포시 대정읍 마라로 87,(+82) 064-792-8518,
CNTS_000000000022159,마레카펜션,"#숙소, #휴양펜션, #펜션, #해수욕장, #바비큐, #독채, #한옥, #온돌방, #단체여행객, #반려동물보호소, #반려동물동반입장, #반려동물, #반려동물동반_숙소","#숙소 #휴양펜션 #펜션, #해수욕장 #바비큐 #독채 #한옥 #온돌방 #단체여행객 #반려동물보호소 #반려동물동반입장 #반려동물 #반려동물동반_숙소",제주특별자치도 제주시 한림읍 금능1길 26,(+82) 010-7283-1475,
CONT_000000000500179,마오름,"#오름, #걷기/등산, #자연경관, #도보여행, #도보","#오름 #걷기/등산 #자연경관, #도보여행 #도보",제주특별자치도 제주시 한경면 저지리 산 56,(+82) --,
CNTS_300000000015680,마음에온,"#제주도맛집, #한옥카페, #이색카페, #제주탑동맛집, #제주시카페, #제주핫플, #카페추천, #약과","#제주도맛집 #한옥카페 #이색카페, #제주탑동맛집 #제주시카페 #제주핫플 #카페추천 #약과",제주특별자치도 제주시 칠성로길 29-1,(+82) 010-6605-0953,
CNTS_300000000012714,마이애미함독카페,"#애견펜션, #애견유치원, #반려동물전용수영장, #반려동물, #반려동물동반입장, #혼저옵서개, #반려동물공간_기타","#애견펜션 #애견유치원 #반려동물전용수영장, #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물공간_기타",제주특별자치도 제주시 조천읍 남조로 3069,(+82) 0507-1353-3069,
CNTS_200000000011917,마흐니 숲길,"#맑음, #커플, #친구, #부모, #휴식/힐링, #휴식/치유, #자연경관, #체험, #도보여행, #도보, #숲, #숲길, #언택트, #관광지","#맑음 #커플 #친구, #부모 #휴식/힐링 #휴식/치유 #자연경관 #체험 #도보여행 #도보 #숲 #숲길 #언택트 #관광지",제주특별자치도 서귀포시 남원읍 남조로 973,(+82),
CNTS_000000000022884,만벵듸 공동장지,"#문화유적지, #자연경관, #문화관광, #역사유적, #어트랙션","#문화유적지 #자연경관 #문화관광, #역사유적 #어트랙션",제주특별자치도 제주시 한림읍 갯거리오름길 114,(+82) --,43archives.or.kr/viewHistoricSiteD.do?historicSiteSeq=51
CNTS_200000000013422,만복흑돼지,"#식당, #흑돼지, #흑돼지구이, #김치찌개, #음식, #안전여행스탬프, #오겹살, #목살, #양념갈비, #된장찌개","#식당 #흑돼지 #흑돼지구이, #김치찌개 #음식 #안전여행스탬프 #오겹살 #목살 #양념갈비 #된장찌개",제주특별자치도 서귀포시 안덕면 산방로 55,(+82) 064-792-0095,http://manbock.cityfood.co.kr/
CNTS_200000000007661,맛있는 철학자,"#친구, #아이, #사계절, #체험관광, #6차산업, #어린이, #어트랙션","#친구 #아이 #사계절, #체험관광 #6차산업 #어린이 #어트랙션",제주특별자치도 서귀포시 토평로50번길 31,(+82) 064-732-8885,www.emjeju.com
CONT_000000000500186,매오름,"#커플, #혼자, #친구, #맑음, #체험관광, #오름, #휴식/치유, #자연경관, #도보여행, #도보, #어트랙션","#커플 #혼자 #친구, #맑음 #체험관광 #오름 #휴식/치유 #자연경관 #도보여행 #도보 #어트랙션",제주특별자치도 서귀포시 표선면 표선리 산 2,(+82) 064-787-0024,
CNTS_200000000014284,멍더랜드,"#반려동물, #반려동물동반입장, #반려동물공간_기타, #애견미용실","#반려동물 #반려동물동반입장 #반려동물공간_기타, #애견미용실",제주특별자치도 제주시 월광로 147,(+82) 064-713-1067,
CNTS_200000000009870,멍멍플레이스,"#카페, #음식, #어트랙션, #반려동물, #반려동물동반입장, #숙박, #펜션, #반려동물동반_숙소, #반려동물동반_관광지","#카페 #음식 #어트랙션, #반려동물 #반려동물동반입장 #숙박 #펜션 #반려동물동반_숙소 #반려동물동반_관광지",제주특별자치도 제주시 애월읍 소길남길 244-5,(+82) 0507-1307-4661,
CNTS_300000000012650,명리동식당구좌직영점,"#흑돼지, #목살, #특수부위, #삼겹살","#흑돼지 #목살 #특수부위, #삼겹살",제주특별자치도 제주시 구좌읍 일주동로 3010-17,(+82) 0507-1424-2269,
CNTS_200000000014409,명상가의집,"#숙박, #숙소, #펜션, #조식포함, #온돌방, #공공와이파이존, #반려동물동반_숙소, #반려동물동반입장","#숙박 #숙소 #펜션, #조식포함 #온돌방 #공공와이파이존 #반려동물동반_숙소 #반려동물동반입장",제주특별자치도 제주시 조천읍 중산간동로 1513,(+82) 010-2686-7575,https://mindfulnesshouse.modoo.at
CONT_000000000500189,명월팽나무군락,"#문화유적지, #경관/포토, #여름, #자연경관, #역사유적, #포토스팟","#문화유적지 #경관/포토 #여름, #자연경관 #역사유적 #포토스팟",제주특별자치도 제주시 한림읍 명월로 71,(+82) 064-728-7672,
CONT_000000000500191,모라이,"#오름, #걷기/등산, #자연경관",#오름 #걷기/등산 #자연경관,제주특별자치도 서귀포시 산록남로 (색달동),(+82),
CNTS_300000000012651,모몽더티하우스,"#밀크슈페너, #프레첼",#밀크슈페너 #프레첼,제주특별자치도 제주시 한경면 신한로 10,(+82) 070-8829-2020,
CNTS_300000000015851,모비딕다이브,"#맑음, #체험관광, #액티비티, #해변, #서귀포, #서핑","#맑음 #체험관광 #액티비티, #해변 #서귀포 #서핑",제주특별자치도 서귀포시 남성중로121번길 12,(+82) 064-733-1038,http://www.mobydickdive.co.kr
CNTS_300000000015852,목장카페 밭디,"#아이, #체험관광, #사계절, #표선, #성읍리, #목장카페, #말먹이주기","#아이 #체험관광 #사계절, #표선 #성읍리 #목장카페 #말먹이주기",제주특별자치도 서귀포시 표선면 번영로 2486,(+82) 010-6224-1363,
CNTS_300000000012715,몽story,"#애견미용실, #반려동물, #반려동물동반입장, #혼저옵서개, #반려동물공간_기타","#애견미용실 #반려동물 #반려동물동반입장, #혼저옵서개 #반려동물공간_기타",제주특별자치도 제주시 애월읍 하귀9길 34,(+82) 0507-1483-9982,
CNTS_300000000012716,몽몽까까,"#반려동물수제간식, #반려동물, #반려동물동반입장, #혼저옵서개, #반려동물공간_기타","#반려동물수제간식 #반려동물 #반려동물동반입장, #혼저옵서개 #반려동물공간_기타",제주특별자치도 제주시 도남로 189,(+82) 0507-1428-5582,https://smartstore.naver.com/__mongkka_
CNTS_000000000020923,무릉도원마을,"#부모, #커플, #혼자, #친구, #아이, #체험관광, #마을산책, #마을관광, #어린이, #어트랙션","#부모 #커플 #혼자, #친구 #아이 #체험관광 #마을산책 #마을관광 #어린이 #어트랙션",제주특별자치도 서귀포시 대정읍 중산간서로 2868,(+82) 064-792-7966,utopia.invil.org/
CNTS_200000000010375,무릉자전거도로,"#자전거, #환상자전거도로, #무릉, #신창, #해거름마을공원, #라이딩, #자연경관, #체험, #언택트, #어트랙션, #드라이브","#자전거 #환상자전거도로 #무릉, #신창 #해거름마을공원 #라이딩 #자연경관 #체험 #언택트 #어트랙션 #드라이브",,(+82),https://www.bike.go.kr/nation/76_2_1
CNTS_200000000013591,무민랜드,"#관광지, #안전여행스탬프, #테마공원, #어린이, #문화관광, #실내관광지, #박물관, #미술관, #어트랙션, #우수관광사업체","#관광지 #안전여행스탬프 #테마공원, #어린이 #문화관광 #실내관광지 #박물관 #미술관 #어트랙션 #우수관광사업체",제주특별자치도 서귀포시 안덕면 병악로 420,(+82) 064-740-0420,http://moominlandjeju.co.kr/index_brand.html
CNTS_200000000012946,무비랜드왁스뮤지엄,"#박물관, #밀랍인형, #실내관광지, #관광지","#박물관 #밀랍인형 #실내관광지, #관광지",제주특별자치도 서귀포시 중문관광로 205,(+82) 064-739-9063,http://www.movielandwax.com/
CONT_000000000500196,무수천,"#계곡, #휴식/힐링, #여름, #자연경관, #물놀이","#계곡 #휴식/힐링 #여름, #자연경관 #물놀이",제주특별자치도 제주시 애월읍 무수천길,(+82),
CNTS_300000000012948,무지개요트,"#요트투어, #제주시, #이색여행, #해양, #크루즈","#요트투어 #제주시 #이색여행, #해양 #크루즈",제주특별자치도 제주시 도두항길 28-8 (도두일동) 도두항길 28-8,(+82) 064-745-1324,www.jejuyachttour.com
CNTS_000000000019114,묵리마을,"#혼자, #커플, #친구, #휴식/힐링, #마을산책, #마을관광","#혼자 #커플 #친구, #휴식/힐링 #마을산책 #마을관광",제주특별자치도 제주시 추자면 묵리,(+82) --,
CNTS_000000000019091,묵리처녀당,"#문화유적지, #문화관광, #역사유적, #어트랙션","#문화유적지 #문화관광 #역사유적, #어트랙션",제주특별자치도 제주시 추자면 묵리 229-1,(+82) --,
CNTS_000000000019090,묵리해안쉼터,"#해변, #문화유적지, #문화관광, #역사유적, #어트랙션","#해변 #문화유적지 #문화관광, #역사유적 #어트랙션",제주특별자치도 제주시 추자면 추자로 376-6,(+82) --,
CNTS_000000000019112,묵리해안포구,"#포구, #해변, #문화유적지, #문화관광, #역사유적","#포구 #해변 #문화유적지, #문화관광 #역사유적",제주특별자치도 제주시 추자면 추자로 365-1,(+82) --,
CNTS_000000000022941,문서프,"#서핑, #곽지, #곽지해수욕장, #애월, #해변, #해수욕장, #물놀이, #어트랙션","#서핑 #곽지 #곽지해수욕장, #애월 #해변 #해수욕장 #물놀이 #어트랙션",제주특별자치도 제주시 애월읍 곽지7길 1,(+82) 010-4757-3364,www.moonsurf.kr/
CNTS_000000000022647,문쏘,"#제주맛집, #제주서쪽가볼만한곳, #황게카레, #일식, #협재, #흑돼지덮밥, #에그인헤븐, #퓨전요리","#제주맛집 #제주서쪽가볼만한곳 #황게카레, #일식 #협재 #흑돼지덮밥 #에그인헤븐 #퓨전요리",제주특별자치도 제주시 한림읍 한림상로 15-5,(+82) 0507-1350-7935,https://blog.naver.com/dodream21c
CNTS_200000000007342,문화공간 양,"#혼자, #미술/박물관, #사계절, #전시, #예술, #문화, #실내관광지, #어트랙션","#혼자 #미술/박물관 #사계절, #전시 #예술 #문화 #실내관광지 #어트랙션",제주특별자치도 제주시 거로남6길 13,(+82) 064-755-2018,http://www.culturespaceyang.com/
CNTS_200000000007310,문화빳데리 충전소,"#미술/박물관, #사계절, #예술, #실내관광지, #어트랙션","#미술/박물관 #사계절 #예술, #실내관광지 #어트랙션",제주특별자치도 서귀포시 중정로 76,(+82) 064-738-5855,http://cafe.daum.net/kopas2000
CONT_000000000500201,물메,"#커플, #혼자, #친구, #경관/포토, #휴식/힐링, #가을, #오름, #청년, #자연경관, #포토스팟","#커플 #혼자 #친구, #경관/포토 #휴식/힐링 #가을 #오름 #청년 #자연경관 #포토스팟",제주특별자치도 제주시 애월읍 수산리 산 1-1,(+82),
CNTS_200000000010335,물뫼힐링팜,"#수산리, #자연경관, #체험, #마을관광, #웰니스, #어트랙션, #러닝홀리데이인제주","#수산리 #자연경관 #체험, #마을관광 #웰니스 #어트랙션 #러닝홀리데이인제주",제주특별자치도 제주시 애월읍 예원로 51,"(+82) 010-7236-0227, 010-8703-2478",
CNTS_300000000016093,미띠뽀,"#향수, #취향, #인센스, #비누, #캔들, #오브제, #러닝홀리데이인제주","#향수 #취향 #인센스, #비누 #캔들 #오브제 #러닝홀리데이인제주",제주특별자치도 서귀포시 신서귀로 3,(+82) 010-8021-0930,https://blog.naver.com/mitipo__
CNTS_200000000012570,미스틱3도,"#가든뷰, #조각공원, #디저트, #먹이주기체험, #음식, #카페, #에이드, #아이스티, #레몬아이스티, #수제요거트, #녹차라떼, #밀크티, #아이스크림, #바닐라아이스크림, #녹차아이스크림, #초코아이스크림, #에스프레소, #아인슈페너, #크림라떼, #카푸치노, #카페라떼, #바닐라라떼, #라떼, #아포가토, #콜드브루, #차, #레몬생강차, #레몬차, #카모마일, #얼그레이, #에그타르트, #케이크, #샌드위치","#가든뷰 #조각공원 #디저트, #먹이주기체험 #음식 #카페 #에이드 #아이스티 #레몬아이스티 #수제요거트 #녹차라떼 #밀크티 #아이스크림 #바닐라아이스크림 #녹차아이스크림 #초코아이스크림 #에스프레소 #아인슈페너 #크림라떼 #카푸치노 #카페라떼 #바닐라라떼 #라떼 #아포가토 #콜드브루 #차 #레몬생강차 #레몬차 #카모마일 #얼그레이 #에그타르트 #케이크 #샌드위치",제주특별자치도 제주시 1100로 2894-49 1층,(+82) 0507-1312-2905,
CNTS_200000000008628,미야즈클로젯,"#친구, #커플, #경관/포토, #체험관광, #포토스팟, #쇼핑, #관광기념품, #체험, #무장애관광","#친구 #커플 #경관/포토, #체험관광 #포토스팟 #쇼핑 #관광기념품 #체험 #무장애관광",제주특별자치도 제주시 용마로4길 15,(+82) 064-713-2025,https://www.instagram.com/_miyascloset_/
CNTS_200000000007492,미요캔들,"#친구, #커플, #체험관광, #원데이클래스, #소이캔들, #디퓨저, #향수, #티라이트, #체험, #어트랙션","#친구 #커플 #체험관광, #원데이클래스 #소이캔들 #디퓨저 #향수 #티라이트 #체험 #어트랙션",제주특별자치도 제주시 구남로4길 8-1,(+82) 064-752-9001,https://jejumiyo.modoo.at
CNTS_000000000021534,민오름,"#커플, #친구, #혼자, #맑음, #오름, #자연경관, #도보여행, #도보","#커플 #친구 #혼자, #맑음 #오름 #자연경관 #도보여행 #도보",제주특별자치도 제주시 오라2동 산 12,(+82) --,
CNTS_200000000008894,바구스서핑스쿨,"#서핑, #서핑스쿨, #체험, #스포츠, #해양스포츠, #수상레저, #어트랙션","#서핑 #서핑스쿨 #체험, #스포츠 #해양스포츠 #수상레저 #어트랙션",제주특별자치도 제주시 테우해안로 143,(+82) 010-5649-9437,www.jejubagus.com
CNTS_300000000015853,바다다이브,"#서귀포시내, #스쿠버다이빙, #이색체험",#서귀포시내 #스쿠버다이빙 #이색체험,제주특별자치도 서귀포시 동홍로12번길 5,(+82) 010-4601-7622,http://www.badadive.com
CNTS_000000000018282,바다스케치,"#펜션, #숙소, #휴양펜션, #반려동물보호소, #가족, #해수욕장, #단체여행객, #바비큐, #온돌방, #공공와이파이존, #수상레저, #반려동물동반입장, #반려동물, #반려동물동반_숙소","#펜션 #숙소 #휴양펜션, #반려동물보호소 #가족 #해수욕장 #단체여행객 #바비큐 #온돌방 #공공와이파이존 #수상레저 #반려동물동반입장 #반려동물 #반려동물동반_숙소",제주특별자치도 서귀포시 안덕면 사계남로216번길 52,(+82) 064-794-0030,www.jejuoo.com/
CNTS_200000000015155,바람불어좋은날 천연염색 공방,"#서귀포, #안덕면, #사계리, #염색공방, #이색체험, #러닝홀리데이인제주","#서귀포 #안덕면 #사계리, #염색공방 #이색체험 #러닝홀리데이인제주",제주특별자치도 서귀포시 안덕면 사계로 68,(+82) 064-794-1066,https://blog.naver.com/yucca74
CNTS_200000000010697,바릇스파,"#스파, #필링, #어트랙션",#스파 #필링 #어트랙션,제주특별자치도 제주시 한림읍 한림로 392 3층,(+82) 064-799-8133,https://barutspa.modoo.at
CNTS_000000000018278,바산올레 애견동반 펜션,"#펜션, #숙소, #휴양펜션, #자연경관, #해변, #바비큐, #해수욕장, #가족, #반려동물보호소, #공공와이파이존, #단체여행객, #갯벌체험학습장, #수상레저, #온돌방, #체험, #반려동물동반입장, #반려동물, #반려동물동반_숙소, #농어촌민박","#펜션 #숙소 #휴양펜션, #자연경관 #해변 #바비큐 #해수욕장 #가족 #반려동물보호소 #공공와이파이존 #단체여행객 #갯벌체험학습장 #수상레저 #온돌방 #체험 #반려동물동반입장 #반려동물 #반려동물동반_숙소 #농어촌민박",제주특별자치도 서귀포시 안덕면 대평로 29,(+82) 070-4364-9456,www.chejupension.net/dream/index.html
CONT_000000000500894,바우하우스,"#민박, #숙소, #펜션, #반려동물보호소, #가족, #바비큐, #공공와이파이존, #해변, #해수욕장, #수상레저, #돌담길, #정원, #반려동물동반입장, #반려동물, #반려동물동반_숙소","#민박 #숙소 #펜션, #반려동물보호소 #가족 #바비큐 #공공와이파이존 #해변 #해수욕장 #수상레저 #돌담길 #정원 #반려동물동반입장 #반려동물 #반려동물동반_숙소",제주특별자치도 제주시 구좌읍 문주란로 111-7,(+82) 0507-1393-9177,blog.naver.com/jihad1812
CNTS_300000000015854,반지마을 제주 1호점,"#제주시내, #용담, #반지만들기, #이색체험","#제주시내 #용담 #반지만들기, #이색체험",제주특별자치도 제주시 월성로4길 17 3,(+82) 064-711-4990,https://blog.naver.com/suny117
CNTS_300000000016088,반치옥 사진관,"#카메라, #사진, #출사, #풍경, #바닷가, #오름, #골목길, #원도심, #러닝홀리데이인제주","#카메라 #사진 #출사, #풍경 #바닷가 #오름 #골목길 #원도심 #러닝홀리데이인제주",제주특별자치도 제주시 애월읍 장전로 109-17,(+82) 010-2771-9911,https://blog.naver.com/ditelee
CONT_000000000500217,발이오름,"#오름, #걷기/등산, #자연경관, #도보여행, #도보","#오름 #걷기/등산 #자연경관, #도보여행 #도보",제주특별자치도 제주시 애월읍 어음리 산 1,(+82),
CNTS_000000000019450,배령연대,"#문화유적지, #문화관광, #역사유적",#문화유적지 #문화관광 #역사유적,제주특별자치도 제주시 한림읍 금능리 1649,(+82) 064-728-2731,
CNTS_300000000012652,배롱정원,"#브런치, #흑돼지에그인헬",#브런치 #흑돼지에그인헬,제주특별자치도 제주시 한림읍 협재4길 19,(+82) 0507-1318-7766,
CNTS_000000000022935,백년초농장박물관,"#테마공원, #백년초, #실내관광지, #체험, #문화관광, #박물관, #어트랙션","#테마공원 #백년초 #실내관광지, #체험 #문화관광 #박물관 #어트랙션",제주특별자치도 서귀포시 태평로 200,(+82) 064-739-1777,www.jeju300.com
CNTS_200000000014197,백수당,"#아메리카노, #카페라떼, #크림라떼, #청포도에이드, #모히또, #그린티, #프라페, #음식, #카페","#아메리카노 #카페라떼 #크림라떼, #청포도에이드 #모히또 #그린티 #프라페 #음식 #카페",제주특별자치도 제주시 구좌읍 월정1길 63,(+82) 0507-1371-9389,
CNTS_000000000022068,백제사,"#실내, #문화유적지, #흐림, #맑음, #사계절, #문화관광, #역사유적, #어트랙션","#실내 #문화유적지 #흐림, #맑음 #사계절 #문화관광 #역사유적 #어트랙션",제주시 애월읍 광령남6길 54 백제사,(+82) 064-746-8009,
CNTS_000000000022065,백제사 템플스테이,"#템플스테이, #실내, #휴식/힐링, #커플, #흐림, #사계절, #문화관광, #체험, #어트랙션","#템플스테이 #실내 #휴식/힐링, #커플 #흐림 #사계절 #문화관광 #체험 #어트랙션",제주시 애월읍 광령남6길 54 백제사,(+82) 064-746-8009,http://kb4.templestay.com/index.asp?t_id=100je4
CNTS_200000000007464,밸런싱 요가,"#혼자, #필라테스, #메디컬요가, #요가, #어트랙션","#혼자 #필라테스 #메디컬요가, #요가 #어트랙션",제주특별자치도 제주시 중앙로 492,(+82) 0507-1401-6542,https://balancingara.modoo.at
CNTS_300000000015855,뱅듸승마클럽,"#조천, #와흘리, #승마, #이색체험","#조천 #와흘리 #승마, #이색체험",제주특별자치도 제주시 조천읍 번영로 1118-33,(+82) 010-2696-7043,
CNTS_200000000009490,버디프렌즈 플래닛,"#부모, #커플, #혼자, #친구, #아이, #전시와행사, #생태문화, #체험, #실내관광지, #어린이, #어트랙션, #안전여행스탬프, #무장애관광","#부모 #커플 #혼자, #친구 #아이 #전시와행사 #생태문화 #체험 #실내관광지 #어린이 #어트랙션 #안전여행스탬프 #무장애관광",제주특별자치도 서귀포시 천제연로 70,(+82) 064-798-2000,http://theplanet.kr
CNTS_300000000012974,버블호텔 키즈클럽,"#부모, #아이, #흐림, #비.눈, #휴식/힐링, #체험관광, #액티비티, #사계절, #휴식/치유, #아이와갈만한곳, #아이와함께, #키즈카페","#부모 #아이 #흐림, #비.눈 #휴식/힐링 #체험관광 #액티비티 #사계절 #휴식/치유 #아이와갈만한곳 #아이와함께 #키즈카페",제주특별자치도 제주시 관덕로 26 (삼도이동) 스타즈로베로호텔 B1 & B2,(+82) 064-751-9502,https://www.instagram.com/bubbles.hotel_kidsclub/
CNTS_300000000015856,범서프,"#제주시내, #삼양해수욕장, #서핑",#제주시내 #삼양해수욕장 #서핑,제주특별자치도 제주시 선사로8길 11,(+82) 0507-1422-2281,https://blog.naver.com/bumsurf
CNTS_200000000007634,법정사,"#역사, #유적지, #체험, #역사유적, #어트랙션","#역사 #유적지 #체험, #역사유적 #어트랙션",제주특별자치도 서귀포시 1100로 740-168,(+82),
CNTS_000000000022069,법화사,"#문화유적지, #문화관광, #역사유적",#문화유적지 #문화관광 #역사유적,제주특별자치도 서귀포시 하원북로 35번길 15-28,(+82) 064-738-5225,
